eventID,year,locality,verbatimLocality,recordedBy,georeferenceSources,decimalLatitude,decimalLongitude,lat,long,uncertainty,n
"KU,Luquillo Mts: 10 km S Palmer Hwy 191,1977",1977,Luquillo Mts: 10 km S Palmer Hwy 191,,"Pregill, G",,NA,NA,NA,NA,NA,1
"KU,Luquillo Mts: 10 km S Palmer on Hwy 191,1977",1977,Luquillo Mts: 10 km S Palmer on Hwy 191,,"Pregill, G",,NA,NA,NA,NA,NA,1
"SDNHM,Aibonito; 20 km SW of,1982",1982,Aibonito; 20 km SW of,Greater Antilles | USA | Puerto Rico | Aibonito | Aibonito; 20 km SW of,"Pregill, G. K. et al.",,NA,NA,NA,NA,NA,3
"SDNHM,Reserva Forestal Guanica; 1 km N of,1982",1982,Reserva Forestal Guanica; 1 km N of,Greater Antilles | USA | Puerto Rico | Yauco | Reserva Forestal Guanica; 1 km N of,"Pregill, G. K. et al.",,NA,NA,NA,NA,NA,1
"SDNHM,Hwy 717 & Rio Cuyon; 20 km SW of,1982",1982,Hwy 717 & Rio Cuyon; 20 km SW of,Greater Antilles | USA | Puerto Rico | Aibonito | Hwy 717 & Rio Cuyon; 20 km SW of,"Pregill, G. K. et al.",,NA,NA,NA,NA,NA,1
"SDNHM,Aibonito, 20 km SW of,1982",1982,"Aibonito, 20 km SW of","Greater Antilles | USA | Puerto Rico | Aibonit | Aibonito, 20 km SW of","Pregill, G. K. et al.",,NA,NA,NA,NA,NA,1
"SDNHM,Corozal; 4 km W of, off Hwy 818,1982",1982,"Corozal; 4 km W of, off Hwy 818","Greater Antilles | USA | Puerto Rico | Corozal | Corozal; 4 km W of, off Hwy 818","Pregill, G. K. et al.",,NA,NA,NA,NA,NA,1
"LACM,jct Hwys 191 & 988,1979",1979,jct Hwys 191 & 988,Puerto Rico | - | - | jct Hwys 191 & 988,R Huey,,18.3381,-65.7636,18.33767,-65.760461,100,11
"LACM,Ranger House,1979",1979,Ranger House,Puerto Rico | - | - | Ranger House,R Huey,,NA,NA,18.340107,-65.825021,500,7
"LACM,NE edge of Luguillo at Hwy 3,1979",1979,NE edge of Luguillo at Hwy 3,Puerto Rico | - | - | NE edge of Luguillo at Hwy 3,R Huey,,NA,NA,18.382077,-65.72723,1000,7
"LACM,Salt Plant near Punta Jaquey,1979",1979,Salt Plant near Punta Jaquey,Puerto Rico | - | - | Salt Plant near Punta Jaquey,R Huey,,NA,NA,NA,NA,NA,5
"LACM,jct of Hwys 191 &988,1979",1979,jct of Hwys 191 &988,Puerto Rico | - | - | jct of Hwys 191 &988,R Huey,,18.3381,-65.7636,18.337734,-65.760538,100,3
"LACM,Punta Jaquey at lighthouse,1979",1979,Punta Jaquey at lighthouse,Puerto Rico | - | - | Punta Jaquey at lighthouse,R Huey,,NA,NA,NA,NA,NA,2
"LACM,Punta Jaquey, salt plant,1979",1979,"Punta Jaquey, salt plant","Puerto Rico | - | - | Punta Jaquey, salt plant",R Huey,,NA,NA,NA,NA,NA,1
"KU,20.9 km NNE Guayama,1965",1965,20.9 km NNE Guayama,,R Thomas,BioGeomancer 1.1.4,18.16057,-66.03865,18.153681,-66.194802,5000,11
"KU,Anclaje Sardinera and Uvero,1965",1965,Anclaje Sardinera and Uvero,,R Thomas,,NA,NA,18.082793,-67.942562,200,11
"KU,Uvero desembarcadero,1965",1965,Uvero desembarcadero,,R Thomas,,NA,NA,NA,NA,NA,10
"KU,12.9 km SW Fajardo,1965",1965,12.9 km SW Fajardo,,R Thomas,BioGeomancer 1.1.4,18.24538,-65.73907,18.255408,-65.733088,2500,8
"KU,5 km W Isabel Segunda,1964",1964,5 km W Isabel Segunda,,R Thomas,"Topozone.com USGS 1:24,000",18.1347,-65.4864,18.1347,-65.4864,2500,8
"KU,Anclaje Sardinera,1965",1965,Anclaje Sardinera,,R Thomas,,NA,NA,NA,NA,NA,7
"KU,ca 1 km NE Cidra,1965",1965,ca 1 km NE Cidra,,R Thomas,BioGeomancer 1.1.4,18.18417,-66.15498,18.1940918,-66.1621796,500,7
"KU,ca 1 km W Dewey,1964",1964,ca 1 km W Dewey,,R Thomas,Alexandria Digital Library Gazetteer,18.305,-65.31085,18.305,-65.31085,500,7
"KU,2 km NE Barranquitas,1965",1965,2 km NE Barranquitas,,R Thomas,BioGeomancer 1.1.4,18.19837,-66.28927,18.197596,-66.30016,500,6
"KU,18.6 km NNE Guayama,1965",1965,18.6 km NNE Guayama,,R Thomas,BioGeomancer 1.1.4,18.1695,-66.06819,18.0731459,-66.1453735,500,6
"KU,13.7 km S Palmer,1965",1965,13.7 km S Palmer,,R Thomas,Google Earth; Tele Atlas 2007,18.28757,-65.79176,18.28757,-65.79176,2500,6
"KU,10.6 km SSE Villa Perez,1965",1965,10.6 km SSE Villa Perez,,R Thomas,Google Earth; Tele Atlas 2007,18.1185,-66.7574,18.141837,-66.768676,1000,5
"KU,Caja de Muertos Island, S mass,1965",1965,"Caja de Muertos Island, S mass",,R Thomas,Alexandria Digital Library Gazetteer,17.89667,-66.52028,17.89667,-66.52028,1000,5
"KU,Banos de Coamo,1965",1965,Banos de Coamo,,R Thomas,Google Earth; Tele Atlas 2007,18.0373,-66.3738,18.0373,-66.3738,500,5
"KU,10 km SE Guanica,1966",1966,10 km SE Guanica,,R Thomas,Google Earth; Tele Atlas 2007,17.9528,-66.8306,17.9528,-66.8306,5000,4
"KU,3.1 km SE Patillas,1965",1965,3.1 km SE Patillas,,R Thomas,BioGeomancer 1.1.4,17.98853,-65.99541,17.98853,-65.99541,1600,4
"KU,2 km E Juana Diaz,1965",1965,2 km E Juana Diaz,,R Thomas,BioGeomancer 1.1.4,18.04971,-66.47444,18.0495107,-66.4901523,1000,4
"KU,30 km N, 3.1 km E Ponce,1965",1965,"30 km N, 3.1 km E Ponce",,R Thomas,Google Earth; Tele Atlas 2007,18.29146,-66.59827,18.29146,-66.59827,1000,4
"KU,14.4 km NE Utuado,1965",1965,14.4 km NE Utuado,,R Thomas,BioGeomancer 1.1.4,18.3595,-66.60454,18.3595,-66.60454,7200,3
"KU,2.1 km SW San German,1965",1965,2.1 km SW San German,,R Thomas,Google Earth; Tele Atlas 2007,18.0618,-67.0542,18.0618,-67.0542,1100,3
"KU,4 mi SW Ensenada,1965",1965,4 mi SW Ensenada,,R Thomas,BioGeomancer 1.1.4,17.95885,-66.97773,NA,NA,NA,3
"KU,1.5 km S Velazquez,1965",1965,1.5 km S Velazquez,,R Thomas,,NA,NA,NA,NA,NA,3
"KU,9 mi N Villalba, Area Recreacional Dona Juana,1965",1965,"9 mi N Villalba, Area Recreacional Dona Juana",,R Thomas,BioGeomancer 1.1.4,18.26003,-66.4925,18.26003,-66.4925,1500,3
"KU,4 km E Anasco (sea level),1965",1965,4 km E Anasco (sea level),,R Thomas,Google Earth; Tele Atlas 2007,18.2825,-67.1109,18.2825,-67.1109,2000,3
"KU,4.1 km E Juana Diaz,1965",1965,4.1 km E Juana Diaz,,R Thomas,BioGeomancer 1.1.4,18.04945,-66.45461,18.04945,-66.45461,2050,3
"KU,4.6 km W, 1.9 km NW Juana Diaz,1965",1965,"4.6 km W, 1.9 km NW Juana Diaz",,R Thomas,BioGeomancer 1.1.4,18.07218,-66.53678,18.07218,-66.53678,2300,2
"KU,10.6 km SSE Villa Perez, Monte Guilarte,1965",1965,"10.6 km SSE Villa Perez, Monte Guilarte",,R Thomas,Google Earth; Tele Atlas 2007,18.1185,-66.7574,18.141837,-66.768676,1000,2
"KU,1 km S Pueblito de Ponce,1965",1965,1 km S Pueblito de Ponce,,R Thomas,Google Earth; Tele Atlas 2007,18.4261,-66.9677,18.4261,-66.9677,500,2
"KU,2 km S Pueblito de Ponce,1965",1965,2 km S Pueblito de Ponce,,R Thomas,Google Earth; Tele Atlas 2007,18.4185,-66.9655,18.4202304,-66.9653398,500,2
"KU,12.2 km WNW, 1 km S Santa Isabel,1965",1965,"12.2 km WNW, 1 km S Santa Isabel",,R Thomas,Submitted without reference,17.98081,-66.39171,17.98081,-66.39171,6100,2
"KU,Puerto Mosquito, E Sun Bay,1965",1965,"Puerto Mosquito, E Sun Bay",,R Thomas,,NA,NA,NA,NA,NA,2
"KU,13.3 km E Utuado, NE shore Lago Caonillas,1965",1965,"13.3 km E Utuado, NE shore Lago Caonillas",,R Thomas,BioGeomancer 1.1.4,18.2675,-66.57506,18.2675,-66.57506,1000,2
"KU,3 km NE San German,1965",1965,3 km NE San German,,R Thomas,Google Earth; Tele Atlas 2007,18.0813,-66.9936,18.0813,-66.9936,1500,2
"KU,6.0 km SW Isabel Segunda, Isla de Viegues,1964",1964,"6.0 km SW Isabel Segunda, Isla de Viegues",,R Thomas,Alexandria Digital Library Gazetteer,18.11278,-65.48316,18.11278,-65.48316,3000,2
"KU,1.8 km SSW Ceiba,1966",1966,1.8 km SSW Ceiba,,R Thomas,BioGeomancer 1.1.4,18.24386,-65.65498,18.24386,-65.65498,900,1
"KU,1 km N Parguera,1965",1965,1 km N Parguera,,R Thomas,BioGeomancer 1.1.4,17.9857,-67.04861,17.9857,-67.04861,500,1
"KU,8.5 km SE Guanica,1965",1965,8.5 km SE Guanica,,R Thomas,Google Earth; Tele Atlas 2007,17.9499,-66.844,17.9499,-66.844,4250,1
"KU,5 mi NE Lares,1965",1965,5 mi NE Lares,,R Thomas,BioGeomancer 1.1.4,18.34807,-66.82368,18.34807,-66.82368,4000,1
"KU,7.2 km SE Quebradillas,1965",1965,7.2 km SE Quebradillas,,R Thomas,BioGeomancer 1.1.4,18.4298,-66.89069,18.4298,-66.89069,3600,1
"KU,Sierra Bermeja, 3 km SW Maguago,1965",1965,"Sierra Bermeja, 3 km SW Maguago",,R Thomas,BioGeomancer 1.1.4,18.00056,-67.11111,NA,NA,NA,1
"KU,7.3 km E Guanica,1965",1965,7.3 km E Guanica,,R Thomas,Google Earth; Tele Atlas 2007,17.9831,-66.8499,17.9831,-66.8499,3650,1
"KU,Cayo de Tierra,1965",1965,Cayo de Tierra,,R Thomas,,NA,NA,NA,NA,NA,1
"KU,6 km SE Las Marias,1965",1965,6 km SE Las Marias,,R Thomas,BioGeomancer 1.1.4,18.25695,-67.10654,18.25695,-67.10654,3000,1
"KU,1 km NW San German,1965",1965,1 km NW San German,,R Thomas,Google Earth; Tele Atlas 2007,18.0867,-67.063,18.0867,-67.063,500,1
"KU,Punta Ventana,1965",1965,Punta Ventana,,R Thomas,BioGeomancer 1.1.4,17.9633,-66.81104,NA,NA,NA,1
"KU,9.6 km SSW Mayaguez,1965",1965,9.6 km SSW Mayaguez,,R Thomas,Google Earth; Tele Atlas 2007,18.07279,-67.15524,18.07279,-67.15524,4800,1
"KU,1.8 km S Adjuntas,1965",1965,1.8 km S Adjuntas,,R Thomas,BioGeomancer 1.1.4,18.14846,-66.7225,18.14846,-66.7225,900,1
"KU,17.7 km NE Utuado,1965",1965,17.7 km NE Utuado,,R Thomas,BioGeomancer 1.1.4,18.38058,-66.58247,18.25054,-66.62534,7290,1
"KU,10 km N Florida,1965",1965,10 km N Florida,,R Thomas,BioGeomancer 1.1.4,18.42483,-66.5675,18.42483,-66.5675,5000,1
"KU,7.5 km E Lares,1965",1965,7.5 km E Lares,,R Thomas,BioGeomancer 1.1.4,18.29667,-66.80656,18.29667,-66.80656,3750,1
"KU,Esperanza, 2 mi S Mercedita,1965",1965,"Esperanza, 2 mi S Mercedita",,R Thomas,,NA,NA,NA,NA,NA,1
"KU,30 km N, 9 mi E Ponce,1965",1965,"30 km N, 9 mi E Ponce",,R Thomas,Google Earth; Tele Atlas 2007,18.2961,-66.49102,18.2961,-66.49102,5000,1
"KU,4.4 km NW Villa Perez,1965",1965,4.4 km NW Villa Perez,,R Thomas,Google Earth; Tele Atlas 2007,18.211,-66.7906,18.211,-66.7906,2200,1
"KU,ca 20 km SE Cidra,1965",1965,ca 20 km SE Cidra,,R Thomas,BioGeomancer 1.1.4,18.05071,-66.028,NA,NA,NA,1
"KU,13.7 km N Sabana Grande,1965",1965,13.7 km N Sabana Grande,,R Thomas,BioGeomancer 1.1.4,18.2035,-66.96083,18.2035,-66.96083,6500,1
"KU,17.7 km NE Utuado, Hacienda Roses,1965",1965,"17.7 km NE Utuado, Hacienda Roses",,R Thomas,BioGeomancer 1.1.4,18.38058,-66.58247,18.2975505,-66.6241554,1000,1
"KU,1.3 km SW San Sebastian,1965",1965,1.3 km SW San Sebastian,,R Thomas,Google Earth; Tele Atlas 2007,18.3243,-66.9989,18.3243,-66.9989,650,1
"KU,12.3 km SE Patillas,1965",1965,12.3 km SE Patillas,,R Thomas,BioGeomancer 1.1.4,17.97612,-65.93513,17.97612,-65.93513,6150,1
"KU,ca 2 mi SW Sabana,1965",1965,ca 2 mi SW Sabana,,R Thomas,BioGeomancer 1.1.4,18.18646,-66.39879,NA,NA,NA,1
"KU,11.2 km NW Utuado,1965",1965,11.2 km NW Utuado,,R Thomas,BioGeomancer 1.1.4,18.33905,-66.77573,18.33905,-66.77573,6100,1
"KU,1 km SE Rincon,1965",1965,1 km SE Rincon,,R Thomas,BioGeomancer 1.1.4,18.33321,-67.21562,18.33321,-67.21562,500,1
"KU,5 km SE Isabela,1964",1964,5 km SE Isabela,,R Thomas,BioGeomancer 1.1.4,18.46292,-66.99125,18.46292,-66.99125,2500,1
"KU,1 km NE Santa Maria, beach area,1964",1964,"1 km NE Santa Maria, beach area",,R Thomas,,NA,NA,NA,NA,NA,1
"KU,3.6 km W Isabel Segunda,1964",1964,3.6 km W Isabel Segunda,,R Thomas,"Topozone.com USGS 1:24,000",18.1411,-65.4754,18.1411,-65.4754,1800,1
"KU,6 km SW Isabel Segunda,1964",1964,6 km SW Isabel Segunda,,R Thomas,Alexandria Digital Library Gazetteer,18.11278,-65.48316,18.11278,-65.48316,3000,1
"KU,ca 1 km N Dewey,1964",1964,ca 1 km N Dewey,,R Thomas,Alexandria Digital Library Gazetteer,18.31403,-65.30139,NA,NA,NA,1
"KU,Bosque de Rio Abajo, 2.5 mi SW Dos Bocas,1963",1963,"Bosque de Rio Abajo, 2.5 mi SW Dos Bocas",,R Thomas,BioGeomancer 1.1.4,18.3143,-66.69802,NA,NA,NA,1
"KU,2 km E Juana Diaz,1965",1965,2 km E Juana Diaz,,"R Thomas, A Schwartz",BioGeomancer 1.1.4,18.04971,-66.47444,18.0495107,-66.4901523,1000,6
"KU,13.7 km N Sabana Grande,1965",1965,13.7 km N Sabana Grande,,"R Thomas, A Schwartz",BioGeomancer 1.1.4,18.2035,-66.96083,18.2035,-66.96083,6500,4
"KU,0.9 km S Corsega,1965",1965,0.9 km S Corsega,,"R Thomas, A Schwartz",,NA,NA,NA,NA,NA,3
"KU,Cabo Rojo lighthouse vicinity,1965",1965,Cabo Rojo lighthouse vicinity,,"R Thomas, A Schwartz",Google Earth; Tele Atlas 2007,17.9336,-67.1923,NA,NA,NA,3
"KU,30 km N, 3.1 km E Ponce,1965",1965,"30 km N, 3.1 km E Ponce",,"R Thomas, DW Buden",Google Earth; Tele Atlas 2007,18.29146,-66.59827,18.29146,-66.59827,1000,2
"MCZ,Puerto Rico:San Juan,1964",1964,Puerto Rico:San Juan,Puerto Rico:San Juan,R. V. Lando,,NA,NA,18.465539,-66.105735,5000,40
"MCZ,Puerto Rico:San Juan,1963",1963,Puerto Rico:San Juan,Puerto Rico:san Juan,R. V. Lando,,NA,NA,18.3849765,-66.1283819,5000,15
"MCZ,Puerto Rico:Dorado Beach,1964",1964,Puerto Rico:Dorado Beach,Puerto Rico:Dorado Beach,R. V. Lando,,NA,NA,18.470843,-66.287324,1000,8
"MCZ,Puerto Rico:El Yunque,1964",1964,Puerto Rico:El Yunque,Puerto Rico:El Yunque,R. V. Lando,,NA,NA,NA,NA,NA,6
"MCZ,Puerto Rico:Campanillas,1964",1964,Puerto Rico:Campanillas,Puerto Rico:Campanillas,R. V. Lando,,NA,NA,18.421338,-66.236834,5000,5
"MCZ,Puerto Rico:Rio Piedras,1964",1964,Puerto Rico:Rio Piedras,Puerto Rico:Rio Piedras,R. V. Lando,,NA,NA,18.391651,-66.056869,500,1
"MCZ,10.6 km SSE Villa Perez [VERBATIM ELEVATION:3400'],1965",1965,10.6 km SSE Villa Perez [VERBATIM ELEVATION:3400'],"Puerto Rico: 10.6 km SSE Villa Perez, 3400'",R.Thomas,,NA,NA,18.141837,-66.768676,1000,4
"MCZ,13.7 km N Sabana Grande [VERBATIM ELEVATION:2800'],1965",1965,13.7 km N Sabana Grande [VERBATIM ELEVATION:2800'],"Puerto Rico: 13.7 km N Sabana Grande, 2800'",R.Thomas,,NA,NA,18.2035,-66.96083,6500,3
"MCZ,20.9 km NNE Guayama [VERBATIM ELEVATION:2900'],1965",1965,20.9 km NNE Guayama [VERBATIM ELEVATION:2900'],Puerto Rico: 20.9 km NNE Guayama  2900',R.Thomas,,NA,NA,18.0784271,-66.1536146,1000,3
"MCZ,20.9 km NNE Guayama [VERBATIM ELEVATION:2900'],1965",1965,20.9 km NNE Guayama [VERBATIM ELEVATION:2900'],"Puerto Rico: 20.9 km NNE Guayama, 2900'",R.Thomas,,NA,NA,18.0784271,-66.1536146,1000,1
"MCZ,18.6 km NE Guayama [VERBATIM ELEVATION:2000'],1965",1965,18.6 km NE Guayama [VERBATIM ELEVATION:2000'],Puerto Rico: 18.6 km NE Guayama,R.Thomas,,NA,NA,18.0731459,-66.1453735,500,1
"CM,MARICAO,1959",1959,MARICAO,North America | Puerto Rico | Puerto Rico | Greater Antilles | Caribbean Sea | MARICAO,"RAND, A S",,NA,NA,NA,NA,NA,1
"KU,3 mi SW Ensenada,1962",1962,3 mi SW Ensenada,,RB,BioGeomancer 1.1.4,17.95391,-66.96665,17.95391,-66.96665,2400,2
"KU,2.2 mi SW Sabana,1962",1962,2.2 mi SW Sabana,,RB,BioGeomancer 1.1.4,18.18174,-66.40343,18.18174,-66.40343,1700,1
"KU,No locality data,1962",1962,No locality data,,RB,,NA,NA,NA,NA,NA,1
"MCZ,Cerro Las Mesas, km 2.8 Mayaguez Puerto Rico,1967",1967,"Cerro Las Mesas, km 2.8 Mayaguez Puerto Rico","Cerro Las Mesas, km. 2.8 Mayaguez Puerto Rico",REMcCandless,,NA,NA,NA,NA,NA,3
"KU,12 km S Palmer,1962",1962,12 km S Palmer,,RF Klinikowski,Google Earth; Tele Atlas 2007,18.29766,-65.78722,18.29766,-65.78722,1000,7
"KU,2.5 mi SW Yabucoa,1962",1962,2.5 mi SW Yabucoa,,RF Klinikowski,Google Earth; Tele Atlas 2007,18.0211,-65.9068,18.020155,-65.900336,2011,7
"KU,Bosque de Guavate, 8 km SE Las Cruces,1963",1963,"Bosque de Guavate, 8 km SE Las Cruces",,RF Klinikowski,BioGeomancer 1.1.4,17.99861,-66.74008,18.105111,-66.050689,2500,2
"KU,6 mi WNW Dorado,1963",1963,6 mi WNW Dorado,,RF Klinikowski,BioGeomancer 1.1.4,18.46557,-66.35415,18.46557,-66.35415,3000,2
"KU,5.5 mi NE Utuado,1962",1962,5.5 mi NE Utuado,,RF Klinikowski,BioGeomancer 1.1.4,18.32405,-66.64164,18.319898,-66.642098,4400,2
"KU,2.3 mi W Dorado,1963",1963,2.3 mi W Dorado,,RF Klinikowski,BioGeomancer 1.1.4,18.46235,-66.30592,18.46235,-66.30592,1800,1
"KU,5.5 mi NE Utuado,1962",1962,5.5 mi NE Utuado,,"RF Klinikowski, A Schwartz",BioGeomancer 1.1.4,18.32405,-66.64164,18.319898,-66.642098,4400,13
"KU,Bosque de Guavate, 8 km SE Las Cruces,1963",1963,"Bosque de Guavate, 8 km SE Las Cruces",,"RF Klinikowski, A Schwartz",BioGeomancer 1.1.4,17.99861,-66.74008,18.105111,-66.050689,2500,5
"KU,Playa de Luquillo,1963",1963,Playa de Luquillo,,"RF Klinikowski, A Schwartz",BioGeomancer 1.1.4,18.38736,-65.72861,18.38736,-65.72861,500,5
"KU,2 mi S Cruce Magueyes,1963",1963,2 mi S Cruce Magueyes,,"RF Klinikowski, A Schwartz",Google Earth; Tele Atlas 2007,18.3937,-66.5807,18.0371573,-65.90236,804,2
"KU,Bosque de Guavate, 8 km SE Las Cruces,1963",1963,"Bosque de Guavate, 8 km SE Las Cruces",,"RF Klinikowski, A Schwartz,R Thomas",BioGeomancer 1.1.4,17.99861,-66.74008,18.105111,-66.050689,2500,17
"KU,Cayo La Llave,1962",1962,Cayo La Llave,,"RF Klinikowski, DC Leber",,NA,NA,NA,NA,NA,16
"KU,2 km S El Verde,1962",1962,2 km S El Verde,,"RF Klinikowski, DC Leber",Alexandria Digital Library Gazetteer,18.32249,-65.82583,18.32249,-65.82583,2500,7
"KU,2.5 mi W Dorado,1963",1963,2.5 mi W Dorado,,"RF Klinikowski, DC Leber",BioGeomancer 1.1.4,18.4643,-66.30524,18.4643,-66.30524,1000,6
"KU,2.5 mi SW Yabucoa,1962",1962,2.5 mi SW Yabucoa,,"RF Klinikowski, DC Leber",Google Earth; Tele Atlas 2007,18.0211,-65.9068,18.020155,-65.900336,2011,5
"KU,2 mi S Cruce Magueyes,1963",1963,2 mi S Cruce Magueyes,,"RF Klinikowski, DC Leber, AS, RT",Google Earth; Tele Atlas 2007,18.3937,-66.5807,18.3937,-66.5807,1600,4
"KU,Cayo Hicacos,1962",1962,Cayo Hicacos,,"RF Klinikowski, DC Leber,A Schwartz",Google Earth; Tele Atlas 2007,18.3864,-65.5885,NA,NA,NA,15
"KU,No locality data,1962",1962,No locality data,,"RF Klinikowski, DC Leber,A Schwartz",,NA,NA,NA,NA,NA,11
"KU,2.4 mi W Loiza Aldea,1962",1962,2.4 mi W Loiza Aldea,,"RF Klinikowski, WF",BioGeomancer 1.1.4,18.4333,-65.91986,18.433513,-65.914548,1931,21
"KU,2.5 mi SW Yabucoa,1962",1962,2.5 mi SW Yabucoa,,RFK,Google Earth; Tele Atlas 2007,18.0211,-65.9068,18.0353465,-65.9061055,804,2
"MCZ,km 99 on road to Humacao,Panduras Mts,1973",1973,"km 99 on road to Humacao,Panduras Mts","Puerto Rico:km 99 on road to Humacao,Panduras Mts.",Richard Salvato,,NA,NA,NA,NA,NA,2
"Universidad del Valle,4 Km al Sur de Florida,1990",1990,4 Km al Sur de Florida,,Richard T.,,NA,NA,18.326254,-66.562282,2000,10
"MCZ,10 km SE Guanica Puerto Rico,1967",1967,10 km SE Guanica Puerto Rico,10 km SE Guanica Puerto Rico,Richard Thomas,,NA,NA,17.9400583,-66.9519066,2000,14
"MCZ,Puerto Rico,7.6km S. El Verde,1980",1980,"Puerto Rico,7.6km S. El Verde","Puerto Rico,7.6km S. El Verde",Richard Thomas,,NA,NA,18.2950145,-65.8395652,500,11
"MCZ,Puerto Rico:3-4km N. Mayaguez,1967",1967,Puerto Rico:3-4km N. Mayaguez,Puerto Rico:3-4km N. Mayaguez,Richard Thomas,,NA,NA,18.2388644,-67.1389959,500,8
"MCZ,13.3 km S Palmer, Puerto Rico,1967",1967,"13.3 km S Palmer, Puerto Rico","13.3 km. S Palmer, Puerto Rico",Richard Thomas,,NA,NA,18.25204,-65.7706,5000,6
"MCZ,4 km S Ensenada Puerto Rico,1967",1967,4 km S Ensenada Puerto Rico,4 km S Ensenada Puerto Rico,Richard Thomas,,NA,NA,NA,NA,NA,3
"MCZ,Puerto Rico 7.6km S.El Verde,1980",1980,Puerto Rico 7.6km S.El Verde,"Puerto Rico,7.6km S. El Verde",Richard Thomas,,NA,NA,NA,NA,NA,1
"MCZ,Puerto Rico:Along El Verde,1967",1967,Puerto Rico:Along El Verde,Puerto Rico:along El Verde,Richard Thomas,,NA,NA,NA,NA,NA,1
"MCZ,Guanica Forest, Puerto Rico,1967",1967,"Guanica Forest, Puerto Rico","Guanica Forest, Puerto Rico",Richard Thomas,,NA,NA,NA,NA,NA,1
"MCZ,Guanica Forest Puerto Rico,1967",1967,Guanica Forest Puerto Rico,Guanica Forest Puerto Rico,Richard Thomas,,NA,NA,NA,NA,NA,1
"MCZ,Las Croabas: Puerto Rico,1967",1967,Las Croabas: Puerto Rico,"Las Croabas, Puerto Rico",Richard Thomas,,NA,NA,NA,NA,NA,1
"MCZ,4 km SE Ensenada Puerto Rico,1967",1967,4 km SE Ensenada Puerto Rico,4 km SE Ensenada Puerto Rico,Richard Thomas,,NA,NA,NA,NA,NA,1
"MCZ,4km SE Ensenada,Puerto Rico,1967",1967,"4km SE Ensenada,Puerto Rico","4km SE Ensenada,Puerto Rico",Richard Thomas,,NA,NA,NA,NA,NA,1
"MCZ,7.9 km. S Guanica,1965",1965,7.9 km. S Guanica,"from DWBuden field notes: 'Puerto Rico, 7.9 km. S Guanica'",Richard Thomas,,NA,NA,NA,NA,NA,1
